,°¡¿­·Î ¹øÈ£,½ÃÀÛ½Ã°£,Á¾·á½Ã°£,°¡½º»ç¿ë·®,Type,¼ÒÀç list,ÀÛ¾÷ÀÏÀÚ,ÁÖ/¾ß°£,in,out,cycle,ÆòÀÏ/ÁÖ¸»,drop_flag,gradient,part_types,temp diff,time diff,°¡½º»ç¿ë·®(¸¶Áö¸· ±¸°£),°¡¿­¿Ï·á ¿Âµµ,°¡¿­Áß ¸¶Áö¸· ¹®´ÝÈù ½Ã°£,°¡¿­Áß ¹®¿­¸² È½¼ö,»¬½Ã°£,½ÃÀÛ¿Âµµ,½ÇÁ¦ ½ÃÀÛ½Ã°£,¿ø·¡½ÃÀÛÁ¡¿Âµµ,ÀÌÀü Á¾·á½Ã°£,Á¾·á¿Âµµ,ÃÖÁ¾ °¡¿­½ÃÀÛ ¿Âµµ,Æò±Õ¿Âµµ,°ãÄ§¼ö·®,Á÷Àü »çÀÌÅ¬ ¼ÒÀç ¼ö·®,°ãÄ§¿©ºÎ
18,1,2020-03-06 02:28:00,2020-03-06 02:31:00,1.7999999998137357,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1277.1,,,,1050.7,,,4,20.0,°ãÄ§
19,1,2020-03-06 03:41:00,2020-03-06 03:42:00,0.0,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1277.8,,,,1174.3,,,4,4.0,°ãÄ§
20,1,2020-03-06 03:47:00,2020-03-06 03:56:00,12.700000000186265,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1282.9,,,,1122.0,,,4,4.0,°ãÄ§
21,1,2020-03-06 04:03:00,2020-03-06 04:08:00,5.5,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1282.4,,,,1131.2,,,4,4.0,°ãÄ§
22,1,2020-03-06 04:21:00,2020-03-06 04:24:00,3.600000000558793,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1283.3,,,,1160.4,,,4,4.0,°ãÄ§
23,1,2020-03-06 04:37:00,2020-03-06 04:46:00,10.799999999813735,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1282.7,,,,1182.3,,,4,4.0,°ãÄ§
24,1,2020-03-06 06:15:00,2020-03-06 06:17:00,1.800000000745058,open,[''],2020-03-05,¾ß°£,[],[],2.0,,0.0,,,,,,,,,,1281.1,,,,1103.1,,,4,4.0,°ãÄ§
25,1,2020-03-07 01:46:00,2020-03-07 01:53:00,9.0,open,[''],2020-03-06,¾ß°£,[],[],3.0,,0.0,,,,,,,,,,1280.4,,,,1156.7,,,4,4.0,°ãÄ§
26,1,2020-03-07 01:58:00,2020-03-07 02:05:00,9.0,open,[''],2020-03-06,¾ß°£,[],[],3.0,,0.0,,,,,,,,,,1283.3,,,,1087.3,,,4,4.0,°ãÄ§
27,1,2020-03-09 08:17:00,2020-03-09 08:22:00,5.3999999994412065,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1254.4,,,,840.9,,,4,4.0,°ãÄ§
28,1,2020-03-09 08:43:00,2020-03-09 08:47:00,8.900000000372529,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1264.2,,,,966.1,,,4,4.0,°ãÄ§
29,1,2020-03-09 11:27:00,2020-03-09 11:30:00,3.5,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1264.0,,,,1139.3,,,4,4.0,°ãÄ§
30,1,2020-03-09 11:45:00,2020-03-09 11:49:00,3.5,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1263.4,,,,1071.6,,,4,4.0,°ãÄ§
31,1,2020-03-09 17:53:00,2020-03-09 18:02:00,12.299999999813735,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1262.4,,,,1126.4,,,4,4.0,°ãÄ§
32,1,2020-03-09 22:05:00,2020-03-09 22:12:00,10.5,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1261.7,,,,1127.5,,,4,4.0,°ãÄ§
33,1,2020-03-09 22:21:00,2020-03-09 22:28:00,10.5,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1264.3,,,,1041.5,,,4,4.0,°ãÄ§
34,1,2020-03-10 04:11:00,2020-03-10 04:19:00,12.199999999254944,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1265.4,,,,1082.3,,,4,4.0,°ãÄ§
35,1,2020-03-10 04:35:00,2020-03-10 04:41:00,8.700000000186265,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1267.5,,,,1119.7,,,4,4.0,°ãÄ§
36,1,2020-03-10 05:11:00,2020-03-10 05:20:00,14.0,open,[''],2020-03-09,¾ß°£,[],[],4.0,,0.0,,,,,,,,,,1266.7,,,,1123.3,,,4,4.0,°ãÄ§
37,1,2020-03-10 05:41:00,2020-03-10 05:47:00,8.799999999813734,open,"['°¡¿­·Î´ÙÀÌ', '°¡¿­·Î´ÙÀÌ', '200221-19234-009', '200221-19234-009']",2020-03-09,¾ß°£,[],"['200221-19234-009', '200221-19234-009', '200221-19234-009']",4.0,,0.0,,,,,,,,,,1265.7,,,,1114.1,,,10,4.0,°ãÄ§
38,1,2020-03-10 08:13:00,2020-03-10 08:14:00,3.5,open,[''],2020-03-10,¾ß°£,[],[],5.0,,0.0,,,,,,,,,,1175.0,,,,1119.3,,,4,58.0,°ãÄ§
39,1,2020-03-10 08:35:00,2020-03-10 08:36:00,3.5,open,[''],2020-03-10,¾ß°£,[],[],5.0,,0.0,,,,,,,,,,1213.2,,,,1158.7,,,4,4.0,°ãÄ§
40,1,2020-03-11 02:53:00,2020-03-11 02:59:00,8.900000000372529,open,"['200205-19922-001', '200212-19004-002', '200212-19004-001', '200116-19334-002']",2020-03-10,¾ß°£,[],['200205-19922-001'],5.0,,0.0,,,,,,,,,,1262.5,,,,1134.4,,,10,4.0,°ãÄ§
41,1,2020-03-11 03:09:00,2020-03-11 03:16:00,14.200000000186265,open,[''],2020-03-10,¾ß°£,[],[],5.0,,0.0,,,,,,,,,,1261.7,,,,1144.8,,,4,80.0,°ãÄ§
42,1,2020-03-11 03:31:00,2020-03-11 03:33:00,1.800000000745058,open,"['200205-19922-001', '200212-19004-002', '200212-19004-001', '200116-19334-002']",2020-03-10,¾ß°£,[],"['200205-19922-001', '200205-19922-001']",5.0,,0.0,,,,,,,,,,1263.3,,,,1029.4,,,10,4.0,°ãÄ§
43,1,2020-03-11 03:47:00,2020-03-11 03:51:00,3.599999999627471,open,[''],2020-03-10,¾ß°£,[],[],5.0,,0.0,,,,,,,,,,1283.4,,,,1070.4,,,4,80.0,°ãÄ§
44,1,2020-03-11 04:19:00,2020-03-11 04:26:00,7.099999999627472,open,"['200205-19922-001', '200205-19922-001', '200116-19334-002']",2020-03-10,¾ß°£,[],"['200212-19004-001', '200212-19004-002']",5.0,,0.0,,,,,,,,,,1282.9,,,,873.7,,,8,4.0,°ãÄ§
45,1,2020-03-11 04:35:00,2020-03-11 04:36:00,3.599999999627471,open,[''],2020-03-10,¾ß°£,[],[],5.0,,0.0,,,,,,,,,,1284.2,,,,1233.3,,,4,60.0,°ãÄ§
46,1,2020-03-11 04:54:00,2020-03-11 05:03:00,10.699999999254944,open,"['200205-19922-001', '200205-19922-001', '200212-19004-002', '200212-19004-001', '200205-19922-001_3', '200205-19922-001_1', '200205-19922-001_2']",2020-03-10,¾ß°£,"['200205-19922-001', '200205-19922-001_1', '200205-19922-001_2']",[],5.0,,0.0,,,,,,,,,,1283.3,,,,1087.4,,,16,4.0,°ãÄ§
47,1,2020-03-11 05:17:00,2020-03-11 05:21:00,7.2000000001862645,open,"['200205-19922-001', '200205-19922-001', '200212-19004-002', '200212-19004-001']",2020-03-10,¾ß°£,[],"['200116-19334-002', '200205-19922-001_3', '200205-19922-001_1', '200205-19922-001_2']",5.0,,0.0,,,,,,,,,,1279.8,,,,1203.3,,,80,146.0,°ãÄ§
48,1,2020-03-16 10:23:00,2020-03-16 10:32:00,16.09999999962747,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1257.9,,,,1115.0,,,4,80.0,°ãÄ§
49,1,2020-03-16 17:53:00,2020-03-16 18:02:00,12.5,open,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16,¾ß°£,[],['200212-19042-006'],6.0,,0.0,,,,,,,,,,1259.4,,,,1131.1,,,18,4.0,°ãÄ§
50,1,2020-03-17 01:45:00,2020-03-17 01:51:00,12.599999999627473,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1283.0,,,,1194.0,,,4,160.0,°ãÄ§
51,1,2020-03-17 01:54:00,2020-03-17 02:02:00,16.100000000558797,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1277.4,,,,1164.2,,,4,4.0,°ãÄ§
52,1,2020-03-17 02:39:00,2020-03-17 02:43:00,5.3999999994412065,open,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16,¾ß°£,[],['200212-19042-006'],6.0,,0.0,,,,,,,,,,1283.3,,,,1105.6,,,16,4.0,°ãÄ§
53,1,2020-03-17 02:51:00,2020-03-17 02:55:00,8.900000000372529,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1286.7,,,,1144.9,,,4,140.0,°ãÄ§
54,1,2020-03-17 03:01:00,2020-03-17 03:10:00,16.09999999962747,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1283.0,,,,1116.4,,,4,4.0,°ãÄ§
55,1,2020-03-17 03:17:00,2020-03-17 03:22:00,7.2000000001862645,open,"['200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16,¾ß°£,[],"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",6.0,,0.0,,,,,,,,,,1284.1,,,,1116.2,,,8,4.0,°ãÄ§
56,1,2020-03-17 06:13:00,2020-03-17 06:18:00,9.0,open,[''],2020-03-16,¾ß°£,[],[],6.0,,0.0,,,,,,,,,,1283.8,,,,1112.3,,,4,60.0,°ãÄ§
57,1,2020-03-17 06:29:00,2020-03-17 06:31:00,3.600000000558793,open,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16,¾ß°£,[],"['200212-19042-006', '200212-19042-006']",6.0,,0.0,,,,,,,,,,1283.1,,,,1118.0,,,12,4.0,°ãÄ§
58,1,2020-03-17 14:20:00,2020-03-17 14:29:00,13.900000000372527,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1284.6,,,,998.1,,,4,100.0,°ãÄ§
59,1,2020-03-17 16:06:00,2020-03-17 16:09:00,7.0,open,"['200214-19235-001', '200214-19235-002', '191125-19581-002', '191125-19581-002_1']",2020-03-17,¾ß°£,['191125-19581-002'],[],7.0,,0.0,,,,,,,,,,1284.4,,,,1173.7,,,10,4.0,°ãÄ§
60,1,2020-03-17 16:28:00,2020-03-17 16:33:00,8.700000000186265,open,"['200214-19235-001', '200214-19235-002', '191125-19581-002']",2020-03-17,¾ß°£,[],['191125-19581-002_1'],7.0,,0.0,,,,,,,,,,1285.0,,,,1155.7,,,60,82.0,°ãÄ§
61,1,2020-03-17 19:30:00,2020-03-17 19:34:00,5.2000000001862645,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1284.2,,,,1161.7,,,4,60.0,°ãÄ§
62,1,2020-03-17 19:38:00,2020-03-17 19:41:00,3.5,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1283.7,,,,1095.0,,,4,4.0,°ãÄ§
63,1,2020-03-17 20:12:00,2020-03-17 20:17:00,7.0,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1284.0,,,,1169.2,,,4,4.0,°ãÄ§
64,1,2020-03-17 20:22:00,2020-03-17 20:29:00,10.5,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1283.6,,,,1063.5,,,4,4.0,°ãÄ§
65,1,2020-03-17 20:34:00,2020-03-17 20:42:00,15.799999999813735,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1285.0,,,,1158.0,,,4,4.0,°ãÄ§
66,1,2020-03-18 01:46:00,2020-03-18 01:58:00,8.899999999441206,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1279.5,,,,730.1,,,4,4.0,°ãÄ§
67,1,2020-03-18 02:06:00,2020-03-18 02:07:00,1.7000000001862643,open,"['200214-19235-001', '200214-19235-002']",2020-03-17,¾ß°£,[],['191125-19581-002'],7.0,,0.0,,,,,,,,,,1282.6,,,,1239.1,,,6,4.0,°ãÄ§
68,1,2020-03-18 03:02:00,2020-03-18 03:07:00,5.300000000745059,open,[''],2020-03-17,¾ß°£,[],[],7.0,,0.0,,,,,,,,,,1285.1,,,,1134.2,,,4,40.0,°ãÄ§
69,1,2020-03-19 20:17:00,2020-03-19 20:20:00,5.2000000001862645,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1263.6,,,,1120.2,,,4,4.0,°ãÄ§
70,1,2020-03-19 20:33:00,2020-03-19 20:41:00,12.399999999441205,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1264.7,,,,1039.3,,,4,4.0,°ãÄ§
71,1,2020-03-19 20:55:00,2020-03-19 20:59:00,5.299999999813736,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1265.8,,,,1058.9,,,4,4.0,°ãÄ§
72,1,2020-03-19 21:11:00,2020-03-19 21:18:00,12.399999999441205,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1266.2,,,,1149.5,,,4,4.0,°ãÄ§
73,1,2020-03-19 21:33:00,2020-03-19 21:37:00,7.1000000005587935,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1266.8,,,,956.7,,,4,4.0,°ãÄ§
74,1,2020-03-20 03:47:00,2020-03-20 03:57:00,14.300000000745056,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1259.5,,,,1178.4,,,4,4.0,°ãÄ§
75,1,2020-03-20 04:03:00,2020-03-20 04:06:00,1.7000000001862643,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1263.6,,,,1114.3,,,4,4.0,°ãÄ§
76,1,2020-03-20 04:29:00,2020-03-20 04:32:00,5.3999999994412065,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1285.3,,,,1200.3,,,4,4.0,°ãÄ§
77,1,2020-03-20 04:51:00,2020-03-20 04:54:00,7.2000000001862645,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1286.1,,,,1098.5,,,4,4.0,°ãÄ§
78,1,2020-03-20 05:07:00,2020-03-20 05:14:00,12.5,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1286.8,,,,1101.6,,,4,4.0,°ãÄ§
79,1,2020-03-20 05:23:00,2020-03-20 05:25:00,3.599999999627471,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1285.3,,,,1163.4,,,4,4.0,°ãÄ§
80,1,2020-03-20 06:27:00,2020-03-20 06:32:00,8.900000000372529,open,[''],2020-03-19,¾ß°£,[],[],8.0,,0.0,,,,,,,,,,1285.3,,,,1201.6,,,4,4.0,°ãÄ§
81,1,2020-03-20 10:43:00,2020-03-20 10:48:00,17.599999999627467,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1261.8,,,,1218.4,,,4,4.0,°ãÄ§
82,1,2020-03-20 10:59:00,2020-03-20 11:04:00,17.5,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1260.3,,,,1217.6,,,4,4.0,°ãÄ§
83,1,2020-03-20 11:25:00,2020-03-20 11:26:00,1.7000000001862643,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1267.5,,,,1222.2,,,4,4.0,°ãÄ§
84,1,2020-03-20 11:31:00,2020-03-20 11:32:00,3.5,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1265.7,,,,1224.9,,,4,4.0,°ãÄ§
85,1,2020-03-20 20:21:00,2020-03-20 20:30:00,10.600000000558794,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1260.6,,,,878.8,,,4,4.0,°ãÄ§
86,1,2020-03-20 23:49:00,2020-03-20 23:53:00,7.099999999627472,open,[''],2020-03-20,¾ß°£,[],[],9.0,,0.0,,,,,,,,,,1287.5,,,,1156.3,,,4,4.0,°ãÄ§
87,1,2020-03-20 23:59:00,2020-03-21 00:02:00,5.199999999254941,open,['°¡¿­·Î´ÙÀÌ'],2020-03-20,¾ß°£,[],"['200105-19180-396', '200105-19180-397']",9.0,,0.0,,,,,,,,,,1285.4,,,,1176.2,,,4,4.0,°ãÄ§
88,1,2020-03-23 06:12:00,2020-03-23 06:15:00,9.0,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1153.9,,,,1102.0,,,4,9.0,°ãÄ§
89,1,2020-03-23 06:20:00,2020-03-23 06:21:00,3.599999999627471,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1164.8,,,,1123.8,,,4,4.0,°ãÄ§
90,1,2020-03-23 09:50:00,2020-03-23 09:58:00,0.0,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1265.6,,,,1142.0,,,4,4.0,°ãÄ§
91,1,2020-03-23 10:12:00,2020-03-23 10:17:00,0.0,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1267.2,,,,1137.1,,,4,4.0,°ãÄ§
92,1,2020-03-23 10:28:00,2020-03-23 10:32:00,0.0,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1266.8,,,,1144.3,,,4,4.0,°ãÄ§
93,1,2020-03-23 12:00:00,2020-03-23 12:07:00,0.0,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1287.6,,,,1246.6,,,4,4.0,°ãÄ§
94,1,2020-03-23 15:26:00,2020-03-23 15:33:00,13.800000000745056,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1286.2,,,,1105.2,,,4,4.0,°ãÄ§
95,1,2020-03-23 18:06:00,2020-03-23 18:13:00,12.100000000558795,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1286.1,,,,1088.5,,,4,4.0,°ãÄ§
96,1,2020-03-23 18:18:00,2020-03-23 18:20:00,1.7000000001862643,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1287.1,,,,1056.2,,,4,4.0,°ãÄ§
97,1,2020-03-23 18:44:00,2020-03-23 18:49:00,10.400000000372527,open,[''],2020-03-23,¾ß°£,[],[],10.0,,0.0,,,,,,,,,,1286.4,,,,1185.4,,,4,4.0,°ãÄ§
98,1,2020-03-23 20:20:00,2020-03-23 20:26:00,8.799999999813734,open,[],2020-03-23,¾ß°£,[],['191125-19581-002'],10.0,,0.0,,,,,,,,,,1285.3,,,,1087.2,,,2,4.0,°ãÄ§
99,1,2020-03-23 20:48:00,2020-03-23 20:55:00,10.5,open,['191125-19581-002'],2020-03-23,¾ß°£,[],['200129-15088-001'],10.0,,0.0,,,,,,,,,,1286.0,,,,966.2,,,2,2.0,°ãÄ§
100,1,2020-03-23 21:30:00,2020-03-23 21:37:00,14.0,open,"['191125-19581-002', '200129-15088-001']",2020-03-23,¾ß°£,[],['200129-15088-001'],10.0,,0.0,,,,,,,,,,1286.2,,,,1125.0,,,38,20.0,°ãÄ§
101,1,2020-03-23 22:24:00,2020-03-23 22:33:00,15.799999999813735,open,"['191125-19581-002', '200129-15088-001', '200129-15088-001']",2020-03-23,¾ß°£,[],['200106-99010-001'],10.0,,0.0,,,,,,,,,,1286.7,,,,1105.0,,,60,40.0,°ãÄ§
102,1,2020-03-24 05:42:00,2020-03-24 05:45:00,14.199999999254944,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1157.0,,,,1113.3,,,4,60.0,°ãÄ§
103,1,2020-03-24 06:00:00,2020-03-24 06:01:00,5.299999999813736,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1170.5,,,,1125.5,,,4,4.0,°ãÄ§
104,1,2020-03-24 06:44:00,2020-03-24 06:45:00,5.300000000745059,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1211.9,,,,1171.8,,,4,4.0,°ãÄ§
105,1,2020-03-24 06:52:00,2020-03-24 06:55:00,12.400000000372527,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1218.0,,,,1161.9,,,4,4.0,°ãÄ§
106,1,2020-03-24 07:22:00,2020-03-24 07:25:00,14.200000000186265,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1247.4,,,,1199.3,,,4,4.0,°ãÄ§
107,1,2020-03-24 08:30:00,2020-03-24 08:39:00,30.0,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1264.7,,,,1222.2,,,4,4.0,°ãÄ§
108,1,2020-03-24 08:46:00,2020-03-24 08:47:00,3.5,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1265.4,,,,1217.3,,,4,4.0,°ãÄ§
109,1,2020-03-24 08:52:00,2020-03-24 08:53:00,10.599999999627473,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1265.9,,,,1218.4,,,4,4.0,°ãÄ§
110,1,2020-03-24 08:58:00,2020-03-24 09:01:00,10.599999999627473,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1265.4,,,,1224.7,,,4,4.0,°ãÄ§
111,1,2020-03-24 09:08:00,2020-03-24 09:09:00,3.5,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1266.4,,,,1220.0,,,4,4.0,°ãÄ§
112,1,2020-03-24 09:26:00,2020-03-24 09:33:00,21.0,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1268.2,,,,1226.7,,,4,4.0,°ãÄ§
113,1,2020-03-24 09:40:00,2020-03-24 09:41:00,1.7999999998137357,open,[''],2020-03-24,¾ß°£,[],[],11.0,,0.0,,,,,,,,,,1267.0,,,,1223.1,,,4,4.0,°ãÄ§
